"i","namei","wi","j","namej","wj","fij"
658,"Marckolsheim",1712,107,"Chalons-en-Champagne",33720,4
664,"Maiche",2068,664,"Maiche",2068,872
664,"Maiche",2068,41,"Besancon",104571,42
664,"Maiche",2068,34,"Mulhouse",110707,4
664,"Maiche",2068,135,"Vesoul",25291,3
664,"Maiche",2068,396,"Morteau",4767,25
664,"Maiche",2068,620,"Valdahon",2708,4
664,"Maiche",2068,52,"Montbeliard",62478,86
665,"Stenay",1529,182,"Bar-le-Duc",13929,11
665,"Stenay",1529,144,"Saint-Dizier",20245,1
665,"Stenay",1529,185,"Sedan",11171,5
665,"Stenay",1529,115,"Longwy (partie francaise)",29599,28
665,"Stenay",1529,24,"Metz",167292,14
665,"Stenay",1529,9,"Strasbourg (partie francaise)",332143,3
665,"Stenay",1529,636,"Carignan",1600,20
665,"Stenay",1529,80,"Charleville-Mezieres",41261,8
665,"Stenay",1529,20,"Nancy",179286,8
665,"Stenay",1529,166,"Verdun",16703,72
665,"Stenay",1529,665,"Stenay",1529,958
665,"Stenay",1529,372,"Gerardmer",4009,4
665,"Stenay",1529,529,"Vouziers",2120,8
673,"Ornans",1776,565,"Baume-les-Dames",2221,4
673,"Ornans",1776,41,"Besancon",104571,618
673,"Ornans",1776,124,"Dole",26067,7
673,"Ornans",1776,196,"Pontarlier",13649,40
673,"Ornans",1776,52,"Montbeliard",62478,4
673,"Ornans",1776,73,"Belfort",45018,12
673,"Ornans",1776,25,"Dijon",164440,3
673,"Ornans",1776,620,"Valdahon",2708,44
673,"Ornans",1776,673,"Ornans",1776,1045
673,"Ornans",1776,396,"Morteau",4767,4
675,"Saint-Loup-sur-Semouse",1144,41,"Besancon",104571,4
675,"Saint-Loup-sur-Semouse",1144,196,"Pontarlier",13649,3
675,"Saint-Loup-sur-Semouse",1144,221,"La Bresse",10171,16
675,"Saint-Loup-sur-Semouse",1144,73,"Belfort",45018,4
675,"Saint-Loup-sur-Semouse",1144,95,"Epinal",38365,6
675,"Saint-Loup-sur-Semouse",1144,34,"Mulhouse",110707,7
675,"Saint-Loup-sur-Semouse",1144,48,"Troyes",75562,4
675,"Saint-Loup-sur-Semouse",1144,135,"Vesoul",25291,114
675,"Saint-Loup-sur-Semouse",1144,292,"Luxeuil-les-Bains",5942,184
675,"Saint-Loup-sur-Semouse",1144,346,"Lure",4462,4
675,"Saint-Loup-sur-Semouse",1144,243,"Remiremont",8815,20
675,"Saint-Loup-sur-Semouse",1144,675,"Saint-Loup-sur-Semouse",1144,684
678,"Saint-Lupicin",1564,124,"Dole",26067,3
678,"Saint-Lupicin",1564,165,"Oyonnax",16828,21
678,"Saint-Lupicin",1564,315,"Saint-Claude",4756,248
678,"Saint-Lupicin",1564,135,"Vesoul",25291,3
678,"Saint-Lupicin",1564,25,"Dijon",164440,1
678,"Saint-Lupicin",1564,303,"Champagnole",5449,4
678,"Saint-Lupicin",1564,138,"Lons-le-Saunier",24340,13
678,"Saint-Lupicin",1564,678,"Saint-Lupicin",1564,656
687,"Etain",1517,24,"Metz",167292,67
687,"Etain",1517,230,"Pont-a-Mousson",9847,4
687,"Etain",1517,237,"Toul",8905,4
687,"Etain",1517,182,"Bar-le-Duc",13929,11
687,"Etain",1517,144,"Saint-Dizier",20245,4
687,"Etain",1517,115,"Longwy (partie francaise)",29599,8
687,"Etain",1517,687,"Etain",1517,697
687,"Etain",1517,59,"Thionville",55321,4
687,"Etain",1517,504,"Sainte-Menehould",2358,4
687,"Etain",1517,20,"Nancy",179286,11
687,"Etain",1517,25,"Dijon",164440,3
687,"Etain",1517,166,"Verdun",16703,266
687,"Etain",1517,29,"Reims",132176,6
687,"Etain",1517,331,"Jarny",4834,32
687,"Etain",1517,559,"Saint-Mihiel",1791,4
692,"Suippes",2064,743,"Dormans",1153,4
692,"Suippes",2064,456,"Sezanne",3217,4
692,"Suippes",2064,306,"Rethel",5425,12
692,"Suippes",2064,25,"Dijon",164440,8
692,"Suippes",2064,529,"Vouziers",2120,8
692,"Suippes",2064,29,"Reims",132176,179
692,"Suippes",2064,346,"Lure",4462,4
692,"Suippes",2064,186,"Vitry-le-Francois",12476,5
692,"Suippes",2064,692,"Suippes",2064,1512
692,"Suippes",2064,107,"Chalons-en-Champagne",33720,316
692,"Suippes",2064,603,"Mourmelon-le-Grand",2698,35
692,"Suippes",2064,9,"Strasbourg (partie francaise)",332143,8
692,"Suippes",2064,166,"Verdun",16703,4
692,"Suippes",2064,237,"Toul",8905,4
692,"Suippes",2064,48,"Troyes",75562,4
692,"Suippes",2064,144,"Saint-Dizier",20245,4
692,"Suippes",2064,80,"Charleville-Mezieres",41261,11
692,"Suippes",2064,185,"Sedan",11171,3
692,"Suippes",2064,95,"Epinal",38365,7
692,"Suippes",2064,182,"Bar-le-Duc",13929,6
692,"Suippes",2064,504,"Sainte-Menehould",2358,24
697,"Venarey-les-Laumes",1517,25,"Dijon",164440,109
697,"Venarey-les-Laumes",1517,9,"Strasbourg (partie francaise)",332143,8
697,"Venarey-les-Laumes",1517,697,"Venarey-les-Laumes",1517,837
697,"Venarey-les-Laumes",1517,336,"Chatillon-sur-Seine",4615,8
697,"Venarey-les-Laumes",1517,225,"Autun",9348,7
697,"Venarey-les-Laumes",1517,497,"Semur-en-Auxois",2899,161
697,"Venarey-les-Laumes",1517,96,"Auxerre",38167,11
697,"Venarey-les-Laumes",1517,400,"Montbard",3566,156
699,"Montmirail",1396,175,"Epernay",15468,51
699,"Montmirail",1396,289,"Romilly-sur-Seine",5049,4
699,"Montmirail",1396,48,"Troyes",75562,3
699,"Montmirail",1396,287,"Avallon",6542,4
699,"Montmirail",1396,456,"Sezanne",3217,142
699,"Montmirail",1396,743,"Dormans",1153,4
699,"Montmirail",1396,699,"Montmirail",1396,918
699,"Montmirail",1396,761,"Vertus",1008,20
699,"Montmirail",1396,1,"Paris",5599722,40
699,"Montmirail",1396,29,"Reims",132176,32
699,"Montmirail",1396,107,"Chalons-en-Champagne",33720,10
699,"Montmirail",1396,721,"Arcis-sur-Aube",1243,4
711,"La Clayette",1330,344,"Digoin",4162,12
711,"La Clayette",1330,353,"Paray-le-Monial",4294,44
711,"La Clayette",1330,154,"Montceau-les-Mines",15982,4
711,"La Clayette",1330,172,"Le Creusot",13529,4
711,"La Clayette",1330,491,"Chauffailles",2580,65
711,"La Clayette",1330,389,"Gueugnon",3255,12
711,"La Clayette",1330,88,"Macon",43707,18
711,"La Clayette",1330,60,"Chalon-sur-Saone",55807,7
711,"La Clayette",1330,711,"La Clayette",1330,749
711,"La Clayette",1330,741,"Charolles",960,24
714,"Contrexeville",1264,507,"Vittel",2581,252
714,"Contrexeville",1264,386,"Mirecourt",3530,48
714,"Contrexeville",1264,41,"Besancon",104571,4
714,"Contrexeville",1264,656,"Nogent",1725,4
714,"Contrexeville",1264,34,"Mulhouse",110707,3
714,"Contrexeville",1264,20,"Nancy",179286,42
714,"Contrexeville",1264,145,"Saint-Die-des-Vosges",19642,3
714,"Contrexeville",1264,292,"Luxeuil-les-Bains",5942,4
714,"Contrexeville",1264,523,"Rambervillers",1946,4
714,"Contrexeville",1264,714,"Contrexeville",1264,564
714,"Contrexeville",1264,243,"Remiremont",8815,4
714,"Contrexeville",1264,95,"Epinal",38365,87
714,"Contrexeville",1264,568,"Bruyeres",1963,4
714,"Contrexeville",1264,330,"Neufchateau",4745,20
721,"Arcis-sur-Aube",1243,96,"Auxerre",38167,4
721,"Arcis-sur-Aube",1243,25,"Dijon",164440,3
721,"Arcis-sur-Aube",1243,721,"Arcis-sur-Aube",1243,572
721,"Arcis-sur-Aube",1243,144,"Saint-Dizier",20245,12
721,"Arcis-sur-Aube",1243,289,"Romilly-sur-Seine",5049,18
721,"Arcis-sur-Aube",1243,29,"Reims",132176,6
721,"Arcis-sur-Aube",1243,48,"Troyes",75562,414
721,"Arcis-sur-Aube",1243,524,"Nogent-sur-Seine",2294,8
721,"Arcis-sur-Aube",1243,107,"Chalons-en-Champagne",33720,6
725,"Bar-sur-Seine",1112,182,"Bar-le-Duc",13929,4
725,"Bar-sur-Seine",1112,25,"Dijon",164440,3
725,"Bar-sur-Seine",1112,161,"Chaumont",18206,4
725,"Bar-sur-Seine",1112,336,"Chatillon-sur-Seine",4615,20
725,"Bar-sur-Seine",1112,48,"Troyes",75562,553
725,"Bar-sur-Seine",1112,289,"Romilly-sur-Seine",5049,3
725,"Bar-sur-Seine",1112,725,"Bar-sur-Seine",1112,584
725,"Bar-sur-Seine",1112,654,"Brienne-le-Chateau",1472,12
725,"Bar-sur-Seine",1112,29,"Reims",132176,1
725,"Bar-sur-Seine",1112,397,"Bar-sur-Aube",3709,15
728,"Salins-les-Bains",1124,303,"Champagnole",5449,32
728,"Salins-les-Bains",1124,547,"Poligny",2172,28
728,"Salins-les-Bains",1124,124,"Dole",26067,25
728,"Salins-les-Bains",1124,647,"Arbois",1872,72
728,"Salins-les-Bains",1124,196,"Pontarlier",13649,24
728,"Salins-les-Bains",1124,138,"Lons-le-Saunier",24340,12
728,"Salins-les-Bains",1124,41,"Besancon",104571,105
728,"Salins-les-Bains",1124,396,"Morteau",4767,4
728,"Salins-les-Bains",1124,728,"Salins-les-Bains",1124,640
733,"Sarre-Union",1104,171,"Sarrebourg",16660,122
733,"Sarre-Union",1104,419,"Raon-l'Etape",2724,4
733,"Sarre-Union",1104,596,"Ingwiller",2241,4
733,"Sarre-Union",1104,156,"Sarreguemines (partie francaise)",18304,117
733,"Sarre-Union",1104,154,"Montceau-les-Mines",15982,8
733,"Sarre-Union",1104,9,"Strasbourg (partie francaise)",332143,121
733,"Sarre-Union",1104,550,"Bitche",2394,8
733,"Sarre-Union",1104,604,"Morhange",1593,8
733,"Sarre-Union",1104,20,"Nancy",179286,4
733,"Sarre-Union",1104,133,"Haguenau",25822,4
733,"Sarre-Union",1104,506,"Dieuze",2549,4
733,"Sarre-Union",1104,301,"Reichshoffen - Niederbronn-les-Bains",6162,4
733,"Sarre-Union",1104,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,30
733,"Sarre-Union",1104,24,"Metz",167292,1
733,"Sarre-Union",1104,251,"Saverne",8453,29
733,"Sarre-Union",1104,427,"Commercy",2868,4
733,"Sarre-Union",1104,733,"Sarre-Union",1104,473
733,"Sarre-Union",1104,174,"Saint-Avold (partie francaise)",13587,3
734,"Saint-Amour",1292,48,"Troyes",75562,1
734,"Saint-Amour",1292,633,"Cluny",1734,4
734,"Saint-Amour",1292,286,"Louhans",6337,16
734,"Saint-Amour",1292,138,"Lons-le-Saunier",24340,188
734,"Saint-Amour",1292,60,"Chalon-sur-Saone",55807,8
734,"Saint-Amour",1292,734,"Saint-Amour",1292,650
734,"Saint-Amour",1292,71,"Bourg-en-Bresse",52386,12
734,"Saint-Amour",1292,52,"Montbeliard",62478,5
734,"Saint-Amour",1292,88,"Macon",43707,4
734,"Saint-Amour",1292,124,"Dole",26067,8
737,"Fessenheim",1559,737,"Fessenheim",1559,528
737,"Fessenheim",1559,98,"Bale (SUI) - Saint-Louis (partie francaise)",43663,15
737,"Fessenheim",1559,198,"Guebwiller",12219,33
737,"Fessenheim",1559,557,"Neuf-Brisach",2333,29
737,"Fessenheim",1559,192,"Thann - Cernay",12752,7
737,"Fessenheim",1559,24,"Metz",167292,7
737,"Fessenheim",1559,9,"Strasbourg (partie francaise)",332143,24
737,"Fessenheim",1559,64,"Colmar",55183,194
737,"Fessenheim",1559,20,"Nancy",179286,4
737,"Fessenheim",1559,73,"Belfort",45018,4
737,"Fessenheim",1559,770,"Biesheim",1022,16
737,"Fessenheim",1559,762,"Liepvre",1099,4
737,"Fessenheim",1559,34,"Mulhouse",110707,339
737,"Fessenheim",1559,629,"Rouffach",2015,4
737,"Fessenheim",1559,135,"Vesoul",25291,1
741,"Charolles",960,741,"Charolles",960,556
741,"Charolles",960,389,"Gueugnon",3255,28
741,"Charolles",960,353,"Paray-le-Monial",4294,160
741,"Charolles",960,138,"Lons-le-Saunier",24340,4
741,"Charolles",960,60,"Chalon-sur-Saone",55807,19
741,"Charolles",960,154,"Montceau-les-Mines",15982,35
741,"Charolles",960,25,"Dijon",164440,3
741,"Charolles",960,172,"Le Creusot",13529,8
741,"Charolles",960,503,"Bourbon-Lancy",2461,8
741,"Charolles",960,344,"Digoin",4162,64
741,"Charolles",960,88,"Macon",43707,17
741,"Charolles",960,711,"La Clayette",1330,57
741,"Charolles",960,491,"Chauffailles",2580,12
741,"Charolles",960,225,"Autun",9348,4
743,"Dormans",1153,29,"Reims",132176,82
743,"Dormans",1153,743,"Dormans",1153,664
743,"Dormans",1153,175,"Epernay",15468,53
752,"Saint-Julien-du-Sault",1048,29,"Reims",132176,2
752,"Saint-Julien-du-Sault",1048,129,"Sens",24625,304
752,"Saint-Julien-du-Sault",1048,34,"Mulhouse",110707,3
752,"Saint-Julien-du-Sault",1048,20,"Nancy",179286,12
752,"Saint-Julien-du-Sault",1048,52,"Montbeliard",62478,4
752,"Saint-Julien-du-Sault",1048,96,"Auxerre",38167,100
752,"Saint-Julien-du-Sault",1048,60,"Chalon-sur-Saone",55807,4
752,"Saint-Julien-du-Sault",1048,25,"Dijon",164440,6
752,"Saint-Julien-du-Sault",1048,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,3
752,"Saint-Julien-du-Sault",1048,179,"Beaune",15713,4
752,"Saint-Julien-du-Sault",1048,334,"Migennes",3974,41
752,"Saint-Julien-du-Sault",1048,1,"Paris",5599722,12
752,"Saint-Julien-du-Sault",1048,145,"Saint-Die-des-Vosges",19642,3
752,"Saint-Julien-du-Sault",1048,161,"Chaumont",18206,3
752,"Saint-Julien-du-Sault",1048,752,"Saint-Julien-du-Sault",1048,504
752,"Saint-Julien-du-Sault",1048,64,"Colmar",55183,2
752,"Saint-Julien-du-Sault",1048,369,"Joigny",3214,179
752,"Saint-Julien-du-Sault",1048,9,"Strasbourg (partie francaise)",332143,3
758,"Kayl (LUX) - Ottange (partie francaise)",1097,24,"Metz",167292,21
758,"Kayl (LUX) - Ottange (partie francaise)",1097,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,1
758,"Kayl (LUX) - Ottange (partie francaise)",1097,115,"Longwy (partie francaise)",29599,8
758,"Kayl (LUX) - Ottange (partie francaise)",1097,20,"Nancy",179286,4
758,"Kayl (LUX) - Ottange (partie francaise)",1097,59,"Thionville",55321,30
758,"Kayl (LUX) - Ottange (partie francaise)",1097,758,"Kayl (LUX) - Ottange (partie francaise)",1097,128
760,"Toucy",1029,48,"Troyes",75562,4
760,"Toucy",1029,302,"Cosne-Cours-sur-Loire",4859,4
760,"Toucy",1029,760,"Toucy",1029,489
760,"Toucy",1029,369,"Joigny",3214,6
760,"Toucy",1029,287,"Avallon",6542,4
760,"Toucy",1029,96,"Auxerre",38167,466
760,"Toucy",1029,25,"Dijon",164440,2
760,"Toucy",1029,129,"Sens",24625,3
761,"Vertus",1008,161,"Chaumont",18206,1
761,"Vertus",1008,185,"Sedan",11171,1
761,"Vertus",1008,107,"Chalons-en-Champagne",33720,114
761,"Vertus",1008,456,"Sezanne",3217,8
761,"Vertus",1008,692,"Suippes",2064,4
761,"Vertus",1008,186,"Vitry-le-Francois",12476,16
761,"Vertus",1008,761,"Vertus",1008,640
761,"Vertus",1008,29,"Reims",132176,47
761,"Vertus",1008,175,"Epernay",15468,98
761,"Vertus",1008,743,"Dormans",1153,4
762,"Liepvre",1099,612,"Ribeauville",2063,8
762,"Liepvre",1099,9,"Strasbourg (partie francaise)",332143,129
762,"Liepvre",1099,145,"Saint-Die-des-Vosges",19642,50
762,"Liepvre",1099,762,"Liepvre",1099,338
762,"Liepvre",1099,64,"Colmar",55183,53
762,"Liepvre",1099,25,"Dijon",164440,3
762,"Liepvre",1099,257,"Selestat",8479,154
762,"Liepvre",1099,34,"Mulhouse",110707,1
762,"Liepvre",1099,658,"Marckolsheim",1712,8
762,"Liepvre",1099,448,"Sainte-Marie-aux-Mines",2660,216
762,"Liepvre",1099,419,"Raon-l'Etape",2724,4
762,"Liepvre",1099,198,"Guebwiller",12219,3
770,"Biesheim",1022,124,"Dole",26067,3
770,"Biesheim",1022,658,"Marckolsheim",1712,92
770,"Biesheim",1022,98,"Bale (SUI) - Saint-Louis (partie francaise)",43663,11
770,"Biesheim",1022,145,"Saint-Die-des-Vosges",19642,8
770,"Biesheim",1022,222,"Luneville",9333,10
770,"Biesheim",1022,34,"Mulhouse",110707,77
770,"Biesheim",1022,770,"Biesheim",1022,344
770,"Biesheim",1022,629,"Rouffach",2015,4
770,"Biesheim",1022,198,"Guebwiller",12219,30
770,"Biesheim",1022,20,"Nancy",179286,4
770,"Biesheim",1022,41,"Besancon",104571,6
770,"Biesheim",1022,612,"Ribeauville",2063,12
770,"Biesheim",1022,9,"Strasbourg (partie francaise)",332143,51
770,"Biesheim",1022,257,"Selestat",8479,45
770,"Biesheim",1022,557,"Neuf-Brisach",2333,285
770,"Biesheim",1022,737,"Fessenheim",1559,43
770,"Biesheim",1022,64,"Colmar",55183,900
770,"Biesheim",1022,192,"Thann - Cernay",12752,8
